year,site,taxa,species,count,funct_group
2014,AHND,INVERT,Diopatra ornata,212,sessile.planktivorous.invert
2014,AHND,INVERT,Haliotis corrugata,0,herbivorous.invert
2014,AHND,INVERT,Haliotis rufescens,0,herbivorous.invert
2014,AHND,INVERT,Leptogorgia chilensis,0,sessile.planktivorous.invert
2014,AHND,INVERT,Lithopoma,0,herbivorous.invert
2014,AHND,INVERT,Lytechinus pictus,0,herbivorous.invert
2014,AHND,INVERT,Megathura crenulata,0,herbivorous.invert
2014,AHND,INVERT,Mesocentrotus franciscanus,0,herbivorous.invert
2014,AHND,INVERT,Muricea fruticosa,0,sessile.planktivorous.invert
2014,AHND,INVERT,Neobernaya spadicea,0,omnivorous.invert
2014,AHND,INVERT,Panulirus interruptus,0,predatory.invert
2014,AHND,INVERT,Patiria miniata,18,omnivorous.invert
2014,AHND,INVERT,Pisaster giganteus,0,predatory.invert
2014,AHND,INVERT,Pycnopodia helianthoides,0,predatory.invert
2014,AHND,INVERT,Strongylocentrotus purpuratus,3,herbivorous.invert
2014,AHND,INVERT,Styela montereyensis,0,sessile.planktivorous.invert
2014,AHND,INVERT,Tethya aurantium,0,sessile.planktivorous.invert
2014,AHND,INVERT,Urticina eques,0,sessile.planktivorous.invert
2014,AQUE,ALGAE,Eisenia arborea,0,fleshy.algae
2014,AQUE,ALGAE,Laminaria farlowii,0,fleshy.algae
2014,AQUE,ALGAE,Pterygophora californica,305,fleshy.algae
2014,AQUE,INVERT,Aplysia californica,3,herbivorous.invert
2014,AQUE,INVERT,Apostichopus parvimensis,3,omnivorous.invert
2014,AQUE,INVERT,Balanophyllia elegans,324,sessile.planktivorous.invert
2014,AQUE,INVERT,Diopatra ornata,1459,sessile.planktivorous.invert
2014,AQUE,INVERT,Haliotis corrugata,0,herbivorous.invert
2014,AQUE,INVERT,Haliotis rufescens,0,herbivorous.invert
2014,AQUE,INVERT,Leptogorgia chilensis,0,sessile.planktivorous.invert
2014,AQUE,INVERT,Lithopoma,2,herbivorous.invert
2014,AQUE,INVERT,Lytechinus pictus,3,herbivorous.invert
2014,AQUE,INVERT,Megathura crenulata,5,herbivorous.invert
2014,AQUE,INVERT,Mesocentrotus franciscanus,62,herbivorous.invert
2014,AQUE,INVERT,Muricea fruticosa,0,sessile.planktivorous.invert
2014,AQUE,INVERT,Neobernaya spadicea,2,omnivorous.invert
2014,AQUE,INVERT,Panulirus interruptus,0,predatory.invert
2014,AQUE,INVERT,Patiria miniata,16,omnivorous.invert
2014,AQUE,INVERT,Pisaster giganteus,4,predatory.invert
2014,AQUE,INVERT,Pycnopodia helianthoides,0,predatory.invert
2014,AQUE,INVERT,Strongylocentrotus purpuratus,154,herbivorous.invert
2014,AQUE,INVERT,Styela montereyensis,1,sessile.planktivorous.invert
2014,AQUE,INVERT,Tethya aurantium,4,sessile.planktivorous.invert
2014,AQUE,INVERT,Urticina eques,2,sessile.planktivorous.invert
2014,BULL,ALGAE,Eisenia arborea,0,fleshy.algae
2014,BULL,ALGAE,Laminaria farlowii,0,fleshy.algae
2014,BULL,ALGAE,Pterygophora californica,615,fleshy.algae
2014,BULL,INVERT,Aplysia californica,1,herbivorous.invert
2014,BULL,INVERT,Apostichopus parvimensis,0,omnivorous.invert
2014,BULL,INVERT,Balanophyllia elegans,0,sessile.planktivorous.invert
2014,BULL,INVERT,Diopatra ornata,46,sessile.planktivorous.invert
2014,BULL,INVERT,Haliotis corrugata,0,herbivorous.invert
2014,BULL,INVERT,Haliotis rufescens,0,herbivorous.invert
2014,BULL,INVERT,Leptogorgia chilensis,0,sessile.planktivorous.invert
2014,BULL,INVERT,Lithopoma,0,herbivorous.invert
2014,BULL,INVERT,Lytechinus pictus,0,herbivorous.invert
2014,BULL,INVERT,Megathura crenulata,0,herbivorous.invert
2014,BULL,INVERT,Mesocentrotus franciscanus,0,herbivorous.invert
2014,BULL,INVERT,Muricea fruticosa,0,sessile.planktivorous.invert
2014,BULL,INVERT,Neobernaya spadicea,2,omnivorous.invert
2014,BULL,INVERT,Panulirus interruptus,0,predatory.invert
2014,BULL,INVERT,Patiria miniata,1,omnivorous.invert
2014,BULL,INVERT,Pisaster giganteus,0,predatory.invert
2014,BULL,INVERT,Pycnopodia helianthoides,0,predatory.invert
2014,BULL,INVERT,Strongylocentrotus purpuratus,3,herbivorous.invert
2014,BULL,INVERT,Styela montereyensis,5,sessile.planktivorous.invert
2014,BULL,INVERT,Tethya aurantium,0,sessile.planktivorous.invert
2014,BULL,INVERT,Urticina eques,0,sessile.planktivorous.invert
2014,CARP,ALGAE,Eisenia arborea,0,fleshy.algae
2014,CARP,ALGAE,Laminaria farlowii,0,fleshy.algae
2014,CARP,ALGAE,Pterygophora californica,2,fleshy.algae
2014,CARP,INVERT,Aplysia californica,16,herbivorous.invert
2014,CARP,INVERT,Apostichopus parvimensis,0,omnivorous.invert
2014,CARP,INVERT,Balanophyllia elegans,0,sessile.planktivorous.invert
2014,CARP,INVERT,Diopatra ornata,34,sessile.planktivorous.invert
2014,CARP,INVERT,Haliotis corrugata,0,herbivorous.invert
2014,CARP,INVERT,Haliotis rufescens,0,herbivorous.invert
2014,CARP,INVERT,Leptogorgia chilensis,0,sessile.planktivorous.invert
2014,CARP,INVERT,Lithopoma,42,herbivorous.invert
2014,CARP,INVERT,Lytechinus pictus,3,herbivorous.invert
2014,CARP,INVERT,Megathura crenulata,44,herbivorous.invert
2014,CARP,INVERT,Mesocentrotus franciscanus,81,herbivorous.invert
2014,CARP,INVERT,Muricea fruticosa,0,sessile.planktivorous.invert
2014,CARP,INVERT,Neobernaya spadicea,0,omnivorous.invert
2014,CARP,INVERT,Panulirus interruptus,2,predatory.invert
2014,CARP,INVERT,Patiria miniata,7,omnivorous.invert
2014,CARP,INVERT,Pisaster giganteus,0,predatory.invert
2014,CARP,INVERT,Pycnopodia helianthoides,0,predatory.invert
2014,CARP,INVERT,Strongylocentrotus purpuratus,1253,herbivorous.invert
2014,CARP,INVERT,Styela montereyensis,0,sessile.planktivorous.invert
2014,CARP,INVERT,Tethya aurantium,1,sessile.planktivorous.invert
2014,CARP,INVERT,Urticina eques,0,sessile.planktivorous.invert
2014,GOLB,ALGAE,Eisenia arborea,0,fleshy.algae
2014,GOLB,ALGAE,Laminaria farlowii,0,fleshy.algae
2014,GOLB,ALGAE,Pterygophora californica,66,fleshy.algae
2014,GOLB,INVERT,Aplysia californica,0,herbivorous.invert
2014,GOLB,INVERT,Apostichopus parvimensis,0,omnivorous.invert
2014,GOLB,INVERT,Balanophyllia elegans,0,sessile.planktivorous.invert
2014,GOLB,INVERT,Diopatra ornata,46,sessile.planktivorous.invert
2014,GOLB,INVERT,Haliotis corrugata,0,herbivorous.invert
2014,GOLB,INVERT,Haliotis rufescens,0,herbivorous.invert
2014,GOLB,INVERT,Leptogorgia chilensis,0,sessile.planktivorous.invert
2014,GOLB,INVERT,Lithopoma,0,herbivorous.invert
2014,GOLB,INVERT,Lytechinus pictus,0,herbivorous.invert
2014,GOLB,INVERT,Megathura crenulata,1,herbivorous.invert
2014,GOLB,INVERT,Mesocentrotus franciscanus,5,herbivorous.invert
2014,GOLB,INVERT,Muricea fruticosa,0,sessile.planktivorous.invert
2014,GOLB,INVERT,Neobernaya spadicea,0,omnivorous.invert
2014,GOLB,INVERT,Panulirus interruptus,0,predatory.invert
2014,GOLB,INVERT,Patiria miniata,4,omnivorous.invert
2014,GOLB,INVERT,Pisaster giganteus,0,predatory.invert
2014,GOLB,INVERT,Pycnopodia helianthoides,0,predatory.invert
2014,GOLB,INVERT,Strongylocentrotus purpuratus,13,herbivorous.invert
2014,GOLB,INVERT,Styela montereyensis,0,sessile.planktivorous.invert
2014,GOLB,INVERT,Tethya aurantium,0,sessile.planktivorous.invert
2014,GOLB,INVERT,Urticina eques,0,sessile.planktivorous.invert
2014,IVEE,ALGAE,Eisenia arborea,0,fleshy.algae
2014,IVEE,ALGAE,Laminaria farlowii,0,fleshy.algae
2014,IVEE,ALGAE,Pterygophora californica,175,fleshy.algae
2014,IVEE,INVERT,Aplysia californica,1,herbivorous.invert
2014,IVEE,INVERT,Apostichopus parvimensis,0,omnivorous.invert
2014,IVEE,INVERT,Balanophyllia elegans,0,sessile.planktivorous.invert
2014,IVEE,INVERT,Diopatra ornata,88,sessile.planktivorous.invert
2014,IVEE,INVERT,Haliotis corrugata,0,herbivorous.invert
2014,IVEE,INVERT,Haliotis rufescens,0,herbivorous.invert
2014,IVEE,INVERT,Leptogorgia chilensis,0,sessile.planktivorous.invert
2014,IVEE,INVERT,Lithopoma,1,herbivorous.invert
2014,IVEE,INVERT,Lytechinus pictus,1,herbivorous.invert
2014,IVEE,INVERT,Megathura crenulata,8,herbivorous.invert
2014,IVEE,INVERT,Mesocentrotus franciscanus,7,herbivorous.invert
2014,IVEE,INVERT,Muricea fruticosa,0,sessile.planktivorous.invert
2014,IVEE,INVERT,Neobernaya spadicea,0,omnivorous.invert
2014,IVEE,INVERT,Panulirus interruptus,8,predatory.invert
2014,IVEE,INVERT,Patiria miniata,5,omnivorous.invert
2014,IVEE,INVERT,Pisaster giganteus,0,predatory.invert
2014,IVEE,INVERT,Pycnopodia helianthoides,0,predatory.invert
2014,IVEE,INVERT,Strongylocentrotus purpuratus,162,herbivorous.invert
2014,IVEE,INVERT,Styela montereyensis,3,sessile.planktivorous.invert
2014,IVEE,INVERT,Tethya aurantium,0,sessile.planktivorous.invert
2014,IVEE,INVERT,Urticina eques,0,sessile.planktivorous.invert
2014,MOHK,ALGAE,Eisenia arborea,0,fleshy.algae
2014,MOHK,ALGAE,Laminaria farlowii,0,fleshy.algae
2014,MOHK,ALGAE,Pterygophora californica,93,fleshy.algae
2014,MOHK,INVERT,Aplysia californica,0,herbivorous.invert
2014,MOHK,INVERT,Apostichopus parvimensis,7,omnivorous.invert
2014,MOHK,INVERT,Balanophyllia elegans,0,sessile.planktivorous.invert
2014,MOHK,INVERT,Diopatra ornata,14,sessile.planktivorous.invert
2014,MOHK,INVERT,Haliotis corrugata,0,herbivorous.invert
2014,MOHK,INVERT,Haliotis rufescens,0,herbivorous.invert
2014,MOHK,INVERT,Leptogorgia chilensis,0,sessile.planktivorous.invert
2014,MOHK,INVERT,Lithopoma,0,herbivorous.invert
2014,MOHK,INVERT,Lytechinus pictus,0,herbivorous.invert
2014,MOHK,INVERT,Megathura crenulata,16,herbivorous.invert
2014,MOHK,INVERT,Mesocentrotus franciscanus,11,herbivorous.invert
2014,MOHK,INVERT,Muricea fruticosa,0,sessile.planktivorous.invert
2014,MOHK,INVERT,Neobernaya spadicea,2,omnivorous.invert
2014,MOHK,INVERT,Panulirus interruptus,3,predatory.invert
2014,MOHK,INVERT,Patiria miniata,4,omnivorous.invert
2014,MOHK,INVERT,Pisaster giganteus,0,predatory.invert
2014,MOHK,INVERT,Pycnopodia helianthoides,0,predatory.invert
2014,MOHK,INVERT,Strongylocentrotus purpuratus,73,herbivorous.invert
2014,MOHK,INVERT,Styela montereyensis,22,sessile.planktivorous.invert
2014,MOHK,INVERT,Tethya aurantium,0,sessile.planktivorous.invert
2014,MOHK,INVERT,Urticina eques,0,sessile.planktivorous.invert
2014,NAPL,ALGAE,Eisenia arborea,0,fleshy.algae
2014,NAPL,ALGAE,Laminaria farlowii,182,fleshy.algae
2014,NAPL,ALGAE,Pterygophora californica,765,fleshy.algae
2014,NAPL,INVERT,Aplysia californica,0,herbivorous.invert
2014,NAPL,INVERT,Apostichopus parvimensis,6,omnivorous.invert
2014,NAPL,INVERT,Balanophyllia elegans,91,sessile.planktivorous.invert
2014,NAPL,INVERT,Diopatra ornata,15,sessile.planktivorous.invert
2014,NAPL,INVERT,Haliotis corrugata,0,herbivorous.invert
2014,NAPL,INVERT,Haliotis rufescens,0,herbivorous.invert
2014,NAPL,INVERT,Leptogorgia chilensis,1,sessile.planktivorous.invert
2014,NAPL,INVERT,Lithopoma,1,herbivorous.invert
2014,NAPL,INVERT,Lytechinus pictus,0,herbivorous.invert
2014,NAPL,INVERT,Megathura crenulata,24,herbivorous.invert
2014,NAPL,INVERT,Mesocentrotus franciscanus,138,herbivorous.invert
2014,NAPL,INVERT,Muricea fruticosa,0,sessile.planktivorous.invert
2014,NAPL,INVERT,Neobernaya spadicea,7,omnivorous.invert
2014,NAPL,INVERT,Panulirus interruptus,2,predatory.invert
2014,NAPL,INVERT,Patiria miniata,636,omnivorous.invert
2014,NAPL,INVERT,Pisaster giganteus,0,predatory.invert
2014,NAPL,INVERT,Pycnopodia helianthoides,0,predatory.invert
2014,NAPL,INVERT,Strongylocentrotus purpuratus,144,herbivorous.invert
2014,NAPL,INVERT,Styela montereyensis,2,sessile.planktivorous.invert
2014,NAPL,INVERT,Tethya aurantium,8,sessile.planktivorous.invert
2014,NAPL,INVERT,Urticina eques,81,sessile.planktivorous.invert
2014,SCDI,ALGAE,Eisenia arborea,223,fleshy.algae
2014,SCDI,ALGAE,Laminaria farlowii,0,fleshy.algae
2014,SCDI,ALGAE,Pterygophora californica,0,fleshy.algae
2014,SCDI,INVERT,Aplysia californica,0,herbivorous.invert
2014,SCDI,INVERT,Apostichopus parvimensis,4,omnivorous.invert
2014,SCDI,INVERT,Balanophyllia elegans,11,sessile.planktivorous.invert
2014,SCDI,INVERT,Diopatra ornata,240,sessile.planktivorous.invert
2014,SCDI,INVERT,Haliotis corrugata,0,herbivorous.invert
2014,SCDI,INVERT,Haliotis rufescens,0,herbivorous.invert
2014,SCDI,INVERT,Leptogorgia chilensis,0,sessile.planktivorous.invert
2014,SCDI,INVERT,Lithopoma,0,herbivorous.invert
2014,SCDI,INVERT,Lytechinus pictus,0,herbivorous.invert
2014,SCDI,INVERT,Megathura crenulata,1,herbivorous.invert
2014,SCDI,INVERT,Mesocentrotus franciscanus,55,herbivorous.invert
2014,SCDI,INVERT,Muricea fruticosa,0,sessile.planktivorous.invert
2014,SCDI,INVERT,Neobernaya spadicea,0,omnivorous.invert
2014,SCDI,INVERT,Panulirus interruptus,0,predatory.invert
2014,SCDI,INVERT,Patiria miniata,104,omnivorous.invert
2014,SCDI,INVERT,Pisaster giganteus,0,predatory.invert
2014,SCDI,INVERT,Pycnopodia helianthoides,0,predatory.invert
2014,SCDI,INVERT,Strongylocentrotus purpuratus,103,herbivorous.invert
2014,SCDI,INVERT,Styela montereyensis,0,sessile.planktivorous.invert
2014,SCDI,INVERT,Tethya aurantium,6,sessile.planktivorous.invert
2014,SCDI,INVERT,Urticina eques,1,sessile.planktivorous.invert
2014,SCTW,ALGAE,Eisenia arborea,36,fleshy.algae
2014,SCTW,ALGAE,Laminaria farlowii,0,fleshy.algae
2014,SCTW,ALGAE,Pterygophora californica,0,fleshy.algae
2014,SCTW,INVERT,Aplysia californica,2,herbivorous.invert
2014,SCTW,INVERT,Apostichopus parvimensis,3,omnivorous.invert
2014,SCTW,INVERT,Balanophyllia elegans,49,sessile.planktivorous.invert
2014,SCTW,INVERT,Diopatra ornata,194,sessile.planktivorous.invert
2014,SCTW,INVERT,Haliotis corrugata,0,herbivorous.invert
2014,SCTW,INVERT,Haliotis rufescens,1,herbivorous.invert
2014,SCTW,INVERT,Leptogorgia chilensis,12,sessile.planktivorous.invert
2014,SCTW,INVERT,Lithopoma,1,herbivorous.invert
2014,SCTW,INVERT,Lytechinus pictus,0,herbivorous.invert
2014,SCTW,INVERT,Megathura crenulata,0,herbivorous.invert
2014,SCTW,INVERT,Mesocentrotus franciscanus,19,herbivorous.invert
2014,SCTW,INVERT,Muricea fruticosa,0,sessile.planktivorous.invert
2014,SCTW,INVERT,Neobernaya spadicea,0,omnivorous.invert
2014,SCTW,INVERT,Panulirus interruptus,0,predatory.invert
2014,SCTW,INVERT,Patiria miniata,71,omnivorous.invert
2014,SCTW,INVERT,Pisaster giganteus,0,predatory.invert
2014,SCTW,INVERT,Pycnopodia helianthoides,0,predatory.invert
2014,SCTW,INVERT,Strongylocentrotus purpuratus,121,herbivorous.invert
2014,SCTW,INVERT,Styela montereyensis,0,sessile.planktivorous.invert
2014,SCTW,INVERT,Tethya aurantium,2,sessile.planktivorous.invert
2014,SCTW,INVERT,Urticina eques,0,sessile.planktivorous.invert
2015,ABUR,ALGAE,Eisenia arborea,0,fleshy.algae
2015,ABUR,ALGAE,Laminaria farlowii,0,fleshy.algae
2015,ABUR,ALGAE,Pterygophora californica,9,fleshy.algae
2015,ABUR,INVERT,Aplysia californica,0,herbivorous.invert
2015,ABUR,INVERT,Apostichopus parvimensis,0,omnivorous.invert
2015,ABUR,INVERT,Balanophyllia elegans,0,sessile.planktivorous.invert
2015,ABUR,INVERT,Diopatra ornata,76,sessile.planktivorous.invert
2015,ABUR,INVERT,Haliotis corrugata,0,herbivorous.invert
2015,ABUR,INVERT,Haliotis rufescens,0,herbivorous.invert
2015,ABUR,INVERT,Leptogorgia chilensis,0,sessile.planktivorous.invert
2015,ABUR,INVERT,Lithopoma,0,herbivorous.invert
2015,ABUR,INVERT,Lytechinus pictus,0,herbivorous.invert
2015,ABUR,INVERT,Megathura crenulata,0,herbivorous.invert
2015,ABUR,INVERT,Mesocentrotus franciscanus,0,herbivorous.invert
2015,ABUR,INVERT,Muricea fruticosa,0,sessile.planktivorous.invert
2015,ABUR,INVERT,Neobernaya spadicea,0,omnivorous.invert
2015,ABUR,INVERT,Panulirus interruptus,1,predatory.invert
2015,ABUR,INVERT,Patiria miniata,0,omnivorous.invert
2015,ABUR,INVERT,Pisaster giganteus,0,predatory.invert
2015,ABUR,INVERT,Pycnopodia helianthoides,0,predatory.invert
2015,ABUR,INVERT,Strongylocentrotus purpuratus,0,herbivorous.invert
2015,ABUR,INVERT,Styela montereyensis,4,sessile.planktivorous.invert
2015,ABUR,INVERT,Tethya aurantium,0,sessile.planktivorous.invert
2015,ABUR,INVERT,Urticina eques,0,sessile.planktivorous.invert
2015,AHND,ALGAE,Eisenia arborea,0,fleshy.algae
2015,AHND,ALGAE,Laminaria farlowii,0,fleshy.algae
2015,AHND,ALGAE,Pterygophora californica,9,fleshy.algae
2015,AHND,INVERT,Aplysia californica,2,herbivorous.invert
2015,AHND,INVERT,Apostichopus parvimensis,3,omnivorous.invert
2015,AHND,INVERT,Balanophyllia elegans,0,sessile.planktivorous.invert
2015,AHND,INVERT,Diopatra ornata,125,sessile.planktivorous.invert
2015,AHND,INVERT,Haliotis corrugata,0,herbivorous.invert
2015,AHND,INVERT,Haliotis rufescens,0,herbivorous.invert
2015,AHND,INVERT,Leptogorgia chilensis,0,sessile.planktivorous.invert
2015,AHND,INVERT,Lithopoma,0,herbivorous.invert
2015,AHND,INVERT,Lytechinus pictus,0,herbivorous.invert
2015,AHND,INVERT,Megathura crenulata,0,herbivorous.invert
2015,AHND,INVERT,Mesocentrotus franciscanus,0,herbivorous.invert
2015,AHND,INVERT,Muricea fruticosa,0,sessile.planktivorous.invert
2015,AHND,INVERT,Neobernaya spadicea,0,omnivorous.invert
2015,AHND,INVERT,Panulirus interruptus,0,predatory.invert
2015,AHND,INVERT,Patiria miniata,7,omnivorous.invert
2015,AHND,INVERT,Pisaster giganteus,0,predatory.invert
2015,AHND,INVERT,Pycnopodia helianthoides,0,predatory.invert
2015,AHND,INVERT,Strongylocentrotus purpuratus,1,herbivorous.invert
2015,AHND,INVERT,Styela montereyensis,0,sessile.planktivorous.invert
2015,AHND,INVERT,Tethya aurantium,0,sessile.planktivorous.invert
2015,AHND,INVERT,Urticina eques,0,sessile.planktivorous.invert
2015,AQUE,ALGAE,Eisenia arborea,0,fleshy.algae
2015,AQUE,ALGAE,Laminaria farlowii,0,fleshy.algae
2015,AQUE,ALGAE,Pterygophora californica,98,fleshy.algae
2015,AQUE,INVERT,Aplysia californica,1,herbivorous.invert
2015,AQUE,INVERT,Apostichopus parvimensis,1,omnivorous.invert
2015,AQUE,INVERT,Balanophyllia elegans,449,sessile.planktivorous.invert
2015,AQUE,INVERT,Diopatra ornata,701,sessile.planktivorous.invert
2015,AQUE,INVERT,Haliotis corrugata,0,herbivorous.invert
2015,AQUE,INVERT,Haliotis rufescens,0,herbivorous.invert
2015,AQUE,INVERT,Leptogorgia chilensis,0,sessile.planktivorous.invert
2015,AQUE,INVERT,Lithopoma,12,herbivorous.invert
2015,AQUE,INVERT,Lytechinus pictus,0,herbivorous.invert
2015,AQUE,INVERT,Megathura crenulata,7,herbivorous.invert
2015,AQUE,INVERT,Mesocentrotus franciscanus,25,herbivorous.invert
2015,AQUE,INVERT,Muricea fruticosa,0,sessile.planktivorous.invert
2015,AQUE,INVERT,Neobernaya spadicea,3,omnivorous.invert
2015,AQUE,INVERT,Panulirus interruptus,0,predatory.invert
2015,AQUE,INVERT,Patiria miniata,9,omnivorous.invert
2015,AQUE,INVERT,Pisaster giganteus,2,predatory.invert
2015,AQUE,INVERT,Pycnopodia helianthoides,0,predatory.invert
2015,AQUE,INVERT,Strongylocentrotus purpuratus,66,herbivorous.invert
2015,AQUE,INVERT,Styela montereyensis,3,sessile.planktivorous.invert
2015,AQUE,INVERT,Tethya aurantium,3,sessile.planktivorous.invert
2015,AQUE,INVERT,Urticina eques,0,sessile.planktivorous.invert
2015,BULL,ALGAE,Eisenia arborea,0,fleshy.algae
2015,BULL,ALGAE,Laminaria farlowii,0,fleshy.algae
2015,BULL,ALGAE,Pterygophora californica,131,fleshy.algae
2015,BULL,INVERT,Aplysia californica,0,herbivorous.invert
2015,BULL,INVERT,Apostichopus parvimensis,0,omnivorous.invert
2015,BULL,INVERT,Balanophyllia elegans,0,sessile.planktivorous.invert
2015,BULL,INVERT,Diopatra ornata,20,sessile.planktivorous.invert
2015,BULL,INVERT,Haliotis corrugata,0,herbivorous.invert
2015,BULL,INVERT,Haliotis rufescens,0,herbivorous.invert
2015,BULL,INVERT,Leptogorgia chilensis,0,sessile.planktivorous.invert
2015,BULL,INVERT,Lithopoma,1,herbivorous.invert
2015,BULL,INVERT,Lytechinus pictus,0,herbivorous.invert
2015,BULL,INVERT,Megathura crenulata,0,herbivorous.invert
2015,BULL,INVERT,Mesocentrotus franciscanus,1,herbivorous.invert
2015,BULL,INVERT,Muricea fruticosa,0,sessile.planktivorous.invert
2015,BULL,INVERT,Neobernaya spadicea,0,omnivorous.invert
2015,BULL,INVERT,Panulirus interruptus,0,predatory.invert
2015,BULL,INVERT,Patiria miniata,0,omnivorous.invert
2015,BULL,INVERT,Pisaster giganteus,1,predatory.invert
2015,BULL,INVERT,Pycnopodia helianthoides,0,predatory.invert
2015,BULL,INVERT,Strongylocentrotus purpuratus,20,herbivorous.invert
2015,BULL,INVERT,Styela montereyensis,0,sessile.planktivorous.invert
2015,BULL,INVERT,Tethya aurantium,0,sessile.planktivorous.invert
2015,BULL,INVERT,Urticina eques,0,sessile.planktivorous.invert
2015,CARP,ALGAE,Eisenia arborea,0,fleshy.algae
2015,CARP,ALGAE,Laminaria farlowii,0,fleshy.algae
2015,CARP,ALGAE,Pterygophora californica,0,fleshy.algae
2015,CARP,INVERT,Aplysia californica,41,herbivorous.invert
2015,CARP,INVERT,Apostichopus parvimensis,0,omnivorous.invert
2015,CARP,INVERT,Balanophyllia elegans,0,sessile.planktivorous.invert
2015,CARP,INVERT,Diopatra ornata,36,sessile.planktivorous.invert
2015,CARP,INVERT,Haliotis corrugata,0,herbivorous.invert
2015,CARP,INVERT,Haliotis rufescens,1,herbivorous.invert
2015,CARP,INVERT,Leptogorgia chilensis,0,sessile.planktivorous.invert
2015,CARP,INVERT,Lithopoma,155,herbivorous.invert
2015,CARP,INVERT,Lytechinus pictus,0,herbivorous.invert
2015,CARP,INVERT,Megathura crenulata,49,herbivorous.invert
2015,CARP,INVERT,Mesocentrotus franciscanus,68,herbivorous.invert
2015,CARP,INVERT,Muricea fruticosa,1,sessile.planktivorous.invert
2015,CARP,INVERT,Neobernaya spadicea,1,omnivorous.invert
2015,CARP,INVERT,Panulirus interruptus,1,predatory.invert
2015,CARP,INVERT,Patiria miniata,0,omnivorous.invert
2015,CARP,INVERT,Pisaster giganteus,3,predatory.invert
2015,CARP,INVERT,Pycnopodia helianthoides,0,predatory.invert
2015,CARP,INVERT,Strongylocentrotus purpuratus,1344,herbivorous.invert
2015,CARP,INVERT,Styela montereyensis,0,sessile.planktivorous.invert
2015,CARP,INVERT,Tethya aurantium,2,sessile.planktivorous.invert
2015,CARP,INVERT,Urticina eques,0,sessile.planktivorous.invert
2015,GOLB,ALGAE,Eisenia arborea,0,fleshy.algae
2015,GOLB,ALGAE,Laminaria farlowii,0,fleshy.algae
2015,GOLB,ALGAE,Pterygophora californica,4,fleshy.algae
2015,GOLB,INVERT,Aplysia californica,2,herbivorous.invert
2015,GOLB,INVERT,Apostichopus parvimensis,0,omnivorous.invert
2015,GOLB,INVERT,Balanophyllia elegans,0,sessile.planktivorous.invert
2015,GOLB,INVERT,Diopatra ornata,16,sessile.planktivorous.invert
2015,GOLB,INVERT,Haliotis corrugata,0,herbivorous.invert
2015,GOLB,INVERT,Haliotis rufescens,0,herbivorous.invert
2015,GOLB,INVERT,Leptogorgia chilensis,0,sessile.planktivorous.invert
2015,GOLB,INVERT,Lithopoma,0,herbivorous.invert
2015,GOLB,INVERT,Lytechinus pictus,0,herbivorous.invert
2015,GOLB,INVERT,Megathura crenulata,2,herbivorous.invert
2015,GOLB,INVERT,Mesocentrotus franciscanus,6,herbivorous.invert
2015,GOLB,INVERT,Muricea fruticosa,0,sessile.planktivorous.invert
2015,GOLB,INVERT,Neobernaya spadicea,0,omnivorous.invert
2015,GOLB,INVERT,Panulirus interruptus,1,predatory.invert
2015,GOLB,INVERT,Patiria miniata,0,omnivorous.invert
2015,GOLB,INVERT,Pisaster giganteus,0,predatory.invert
2015,GOLB,INVERT,Pycnopodia helianthoides,0,predatory.invert
2015,GOLB,INVERT,Strongylocentrotus purpuratus,20,herbivorous.invert
2015,GOLB,INVERT,Styela montereyensis,0,sessile.planktivorous.invert
2015,GOLB,INVERT,Tethya aurantium,0,sessile.planktivorous.invert
2015,GOLB,INVERT,Urticina eques,0,sessile.planktivorous.invert
2015,IVEE,ALGAE,Eisenia arborea,0,fleshy.algae
2015,IVEE,ALGAE,Laminaria farlowii,0,fleshy.algae
2015,IVEE,ALGAE,Pterygophora californica,200,fleshy.algae
2015,IVEE,INVERT,Aplysia californica,0,herbivorous.invert
2015,IVEE,INVERT,Apostichopus parvimensis,0,omnivorous.invert
2015,IVEE,INVERT,Balanophyllia elegans,1,sessile.planktivorous.invert
2015,IVEE,INVERT,Diopatra ornata,17,sessile.planktivorous.invert
2015,IVEE,INVERT,Haliotis corrugata,0,herbivorous.invert
2015,IVEE,INVERT,Haliotis rufescens,0,herbivorous.invert
2015,IVEE,INVERT,Leptogorgia chilensis,0,sessile.planktivorous.invert
2015,IVEE,INVERT,Lithopoma,6,herbivorous.invert
2015,IVEE,INVERT,Lytechinus pictus,0,herbivorous.invert
2015,IVEE,INVERT,Megathura crenulata,4,herbivorous.invert
2015,IVEE,INVERT,Mesocentrotus franciscanus,3,herbivorous.invert
2015,IVEE,INVERT,Muricea fruticosa,0,sessile.planktivorous.invert
2015,IVEE,INVERT,Neobernaya spadicea,0,omnivorous.invert
2015,IVEE,INVERT,Panulirus interruptus,3,predatory.invert
2015,IVEE,INVERT,Patiria miniata,0,omnivorous.invert
2015,IVEE,INVERT,Pisaster giganteus,3,predatory.invert
2015,IVEE,INVERT,Pycnopodia helianthoides,0,predatory.invert
2015,IVEE,INVERT,Strongylocentrotus purpuratus,66,herbivorous.invert
2015,IVEE,INVERT,Styela montereyensis,2,sessile.planktivorous.invert
2015,IVEE,INVERT,Tethya aurantium,0,sessile.planktivorous.invert
2015,IVEE,INVERT,Urticina eques,0,sessile.planktivorous.invert
2015,MOHK,ALGAE,Eisenia arborea,0,fleshy.algae
